m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff,intercept_brms_coef,Econ_brms_coef,Glob_brms_coef,Loc_brms_coef,ac_dist_brms_coef,intercept_brms_rhat,Econ_brms_rhat,Glob_brms_rhat,Loc_brms_rhat,ac_dist_brms_rhat,econ_sd,glob_sd,loc_sd
NA,-1,-1,-1,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_-1_loc_-1_glob_-1.csv,2062.7078348689247,-1.9185820666013775,-0.7366601430955823,2.444301668422619,0.42109426276225803,-0.1784,-0.9185820666013775,0.26333985690441775,3.444301668422619,0.599494262762258,1.1555690051082061,-1.6467935066573582,-0.926091068525899,1.1316091197682447,-0.24436072305770243,0.9997533930157864,1.0005025002139794,0.9999407628325655,1.0001572596262824,0.9994462545500612,0.9273157992985551,0.9958644577776856,0.9958644577776856
NA,0,-1,-1,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_0_loc_-1_glob_-1.csv,8593.695006287191,0.3360479665350915,-0.9246457611576288,-4.987281670895778,0.468241660633973,-0.1784,0.3360479665350915,0.07535423884237125,-3.9872816708957783,0.646641660633973,1.9937320358742865,0.11938564468048979,-0.9224829552021129,-4.084147196177831,0.0888889318309241,0.9997001034046934,1.0004036870925594,0.9995576591592642,0.999759844978189,0.999641738380321,1.0176297562034329,1.092362380573627,1.092362380573627
Econ,1,-1,-1,dinst5,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_-1_glob_-1.csv,9095.623655135045,0.6278814132242513,-1.4007767402128262,3.262345465804928,0.48611055726043473,-0.1784,-0.3721185867757487,-0.40077674021282617,4.262345465804928,0.6645105572604347,1.1182902032852537,0.7191009075527368,-1.4000723876224972,2.8375652673712732,0.04788413854353601,1.000508267710181,1.0011426409305526,0.999557442235333,1.0015167053363105,1.0001328045464593,0.98491751078102,1.0899029297807095,1.0899029297807095
NA,-1,0,-1,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_-1_loc_0_glob_-1.csv,8991.632094613975,-1.243555241021055,-1.9206028067115501,0.4089211880529752,0.45844754317790015,-0.1784,-0.24355524102105508,-0.9206028067115501,0.4089211880529752,0.6368475431779002,1.7288362761942693,-1.157280328936906,-1.972070390244714,-0.025393219750382303,-0.05070034885030407,0.9996516730598227,1.0016416104731203,1.0005019787340999,1.0007711171806746,0.9993047200778418,0.9823900651487727,1.077714607312379,1.077714607312379
NA,0,0,-1,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_0_loc_0_glob_-1.csv,4695.4790158814285,1.2776211445148824,-1.6032824528760876,-3.912497077195565,0.4889613920414144,-0.1784,1.2776211445148824,-0.6032824528760876,-3.912497077195565,0.6673613920414144,1.8551322471664866,1.471465966354439,-1.791296719759175,-4.422908281810751,-0.3169455789163694,1.000087678388988,1.0003932865276612,0.9995834071169961,1.0007762560749685,0.9999920320796524,1.0961559839522474,1.1715673650295104,1.1715673650295104
Econ,1,0,-1,dinst5,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_0_glob_-1.csv,5984.0763869131915,0.6245463217277152,-0.14377062322726578,1.112259466756916,0.48303016991903364,-0.1784,-0.3754536782722848,0.8562293767727343,1.112259466756916,0.6614301699190337,1.2250858978531167,0.7573180632910772,-0.1570136779345313,0.5953186593579534,-0.04474502472754327,0.9998363034573542,0.9992755738900554,0.999765158186487,0.999728942388047,0.9998001474466301,1.0128338577631406,1.0957078369257054,1.0957078369257054
Loc,-1,1,-1,dinst5,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_1_glob_-1.csv,9381.435904145706,-0.9422795475830533,-0.3126695494029249,-1.4540801973358792,0.45527579498554366,-0.1784,0.05772045241694668,0.6873304505970751,-2.4540801973358795,0.6336757949855436,1.660807234790254,-1.0172903763174481,-0.29191685772799975,-1.1552034519112482,0.0303156527655283,0.9994081230932887,1.0008638304166517,1.0003563842660743,0.9996174485966742,0.9995347686306184,0.9487268028467499,1.0214862694965539,1.0214862694965539
Loc,0,1,-1,dinst5,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_1_glob_-1.csv,2504.1279486634303,0.2692772769611252,-1.2760202272226935,-2.703460804250869,0.4785771143501963,-0.1784,0.2692772769611252,-0.2760202272226935,-3.703460804250869,0.6569771143501963,1.8371909427611788,0.4920963137131883,-1.4930214312593943,-3.58554157301343,-0.3375831116588993,0.9999311807973437,0.9996346715067764,0.999621751078819,0.9999988753386471,0.9992046789351123,1.046920529877848,1.0861606775669403,1.0861606775669403
Econ+Loc,1,1,-1,dinst5,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_1_glob_-1.csv,5566.789135335013,1.155165707301396,0.5787755140197833,2.150639956856198,0.5185065198020088,-0.1784,0.1551657073013959,1.5787755140197834,1.1506399568561978,0.6969065198020088,1.141294515961788,1.394529832220941,0.4076145288071379,1.2561175490023493,-0.18838738375449496,0.9999034170866026,1.0011250518806354,0.9993579561717663,1.0008684057151263,0.9995992531803768,1.1495381037752206,1.2918795940177112,1.2918795940177112
NA,-1,-1,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_-1_loc_-1_glob_0.csv,4873.955363778165,-0.8313251432218666,0.9920589374289471,-1.2531277225863469,0.44086630377639996,-0.1784,0.16867485677813343,0.9920589374289471,-0.25312772258634686,0.6192663037763999,1.390879012798102,-0.6003218989885867,0.6942190565179543,-2.4986560510799505,-0.3619292847412871,1.0000351758871058,1.000449825237707,0.9994825444851649,1.0004165632321407,0.999719597131273,1.0080743505797667,1.096777237725553,1.096777237725553
NA,0,-1,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_0_loc_-1_glob_0.csv,7306.455090741627,0.8923764843436833,-0.7244521502827682,-5.918110881368267,0.46822917418574705,-0.1784,0.8923764843436833,-0.7244521502827682,-4.918110881368267,0.6466291741857471,1.930654461208071,1.1099369917825792,-0.9934705486233497,-6.607041793854071,-0.4097821856409712,0.9996765229870916,1.000502710762513,1.000451092430476,1.000063889529292,1.0003675970539383,0.9770879792677931,1.0569699985355612,1.0569699985355612
Econ,1,-1,0,dinst5,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_-1_glob_0.csv,866.6960234986618,0.9597947666320265,1.8082973907816569,-0.756651016003592,0.48762264521331655,-0.1784,-0.04020523336797355,1.8082973907816569,0.24334898399640803,0.6660226452133166,1.192350091579175,0.9098662612496966,1.7722575675148056,-0.6249581371952659,-0.00785537969695978,0.9994952332748162,0.9997134096872098,0.999337818175985,0.9997454333391266,0.9996296521884896,1.0294115366904857,1.1009603437425368,1.1009603437425368
NA,-1,0,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_-1_loc_0_glob_0.csv,9002.627292917343,-0.07647637050245153,-0.019697998276395012,-1.5461594571567154,0.46898309630399965,-0.1784,0.9235236294975485,-0.019697998276395012,-1.5461594571567154,0.6473830963039997,1.5778056459361471,-0.020167494398314396,-0.1119655544660537,-1.7672185636917639,-0.1045283286348666,0.9995802796384416,0.999558020728078,0.9996577803804437,0.9995952262327648,0.9992576020926406,0.9792068008595602,1.0981050929633318,1.0981050929633318
NA,0,0,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_0_loc_0_glob_0.csv,7249.869927764172,-0.0864013787641492,-1.1336211421648597,-4.2803646084686635,0.4812780625223959,-0.1784,-0.0864013787641492,-1.1336211421648597,-4.2803646084686635,0.6596780625223959,2.11153835750977,0.013793225945792758,-1.238984627798566,-4.591608543425552,-0.1924062112487525,0.9998418840499095,1.0009771469346118,1.00008156464424,1.0002322637261094,1.000281080331981,1.0442344140079733,1.1139729186703755,1.1139729186703755
Econ,1,0,0,dinst5,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_0_glob_0.csv,6128.840154682985,-1.4437792023639615,-2.690608889581718,3.2928882538658906,0.5112217980940619,-0.1784,-2.4437792023639613,-2.690608889581718,3.2928882538658906,0.6896217980940619,2.0275244885499166,-1.4762563304176022,-2.7652009837871274,3.163570535738205,0.26406264918466016,0.9997199483641928,1.0001259887439036,0.9995098730889471,1.000293097380412,0.999997062869898,1.227855257658018,1.3423198555087192,1.3423198555087192
Loc,-1,1,0,dinst5,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_1_glob_0.csv,407.8244441312272,-2.166920492616456,0.7269973686198162,7.0150302955370245,0.45899424614219253,-0.1784,-1.1669204926164558,0.7269973686198162,6.0150302955370245,0.6373942461421925,0.8319013725656229,-2.0902179307046667,0.7471320758381188,6.405466737718671,0.0656540830828897,1.000575185015112,1.001538285115113,1.000014578858493,1.0015207202456524,0.9994709592313972,0.9862739698833904,1.0879994429260647,1.0879994429260647
Loc,0,1,0,dinst5,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_1_glob_0.csv,8187.306673200335,-0.15976058867217627,0.19746193057819578,0.6454547426851278,0.4979676221154769,-0.1784,-0.15976058867217627,0.19746193057819578,-0.3545452573148722,0.6763676221154769,1.5179002374580681,-0.21286699057260475,0.21753609003698532,0.8354404144195524,0.03235121564841806,0.999933017856553,0.9999303065915666,0.9997656920580429,1.0002366853654576,1.0005042870438952,1.162819217618035,1.244962739844248,1.244962739844248
Econ+Loc,1,1,0,dinst5,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_1_glob_0.csv,3122.2827389128506,-0.1372280245452701,0.4103972762457909,8.870185619631867,0.5121857433021492,-0.1784,-1.1372280245452702,0.4103972762457909,7.870185619631867,0.6905857433021492,0.6145661993180317,0.25818969961161065,0.24673898167997643,6.931200290586215,-0.13733367088555104,1.0004421326935036,0.9998965317567572,0.9995613128170455,1.00061746594379,0.9998660331207984,1.0898579352961406,1.169942598509132,1.169942598509132
Glob,-1,-1,1,dinst5,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_-1_glob_1.csv,1615.8486264124513,-1.196805153137245,2.3936642663160708,7.220584969065362,0.45251702044699676,-0.1784,-0.196805153137245,1.3936642663160708,8.220584969065362,0.6309170204469967,0.31666471943038266,-1.1162119097747976,2.4381039993861515,6.706663961266841,0.056554265986346136,0.9999756339831061,0.9998180520416458,0.9997301668918869,0.9999291456705427,0.9999394197638235,0.9489212655766152,1.0904916278584982,1.0904916278584982
Glob,0,-1,1,dinst5,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_-1_glob_1.csv,9683.367904752959,-0.09120323292343667,1.8808445875983522,2.9636360037119633,0.45829150483496633,-0.1784,-0.09120323292343667,0.8808445875983522,3.9636360037119633,0.6366915048349664,0.7548096832114488,-0.0036251698741156814,1.8601878182965492,2.541079462819973,-0.040082265487380406,0.9998164656336692,0.9994974246824792,1.000272371278874,0.9998521348607011,0.9999125117474764,1.0764092845358613,1.2012686471835399,1.2012686471835399
Econ+Glob,1,-1,1,dinst5,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_-1_glob_1.csv,1027.9188386404421,0.5641605976969799,1.975967813012291,2.7154745597933805,0.519904593244968,-0.1784,-0.4358394023030201,0.9759678130122911,3.7154745597933805,0.698304593244968,1.0904005781421036,0.800381893915179,1.741567711463948,1.4675693632323243,-0.21140421736581172,0.9993968200744577,0.9995196418309533,0.9996522182937436,0.9993298987501468,0.999467913013446,1.127292041925943,1.2544190848774812,1.2544190848774812
