m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff,intercept_brms_coef,Econ_brms_coef,Glob_brms_coef,Loc_brms_coef,ac_dist_brms_coef,econ_sd,glob_sd,loc_sd,intercept_brms_rhat,Econ_brms_rhat,Glob_brms_rhat,Loc_brms_rhat,ac_dist_brms_rhat,Econ_brms_diff,Glob_brms_diff,Loc_brms_diff,ac_brms_diff
Econ+Glob+Loc,-0.1,-0.1,-0.1,dinst9,hindi,NA,FALSE,stan_models/master_pos.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,3594.5906414438505,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.0519338322296226,0.29698634974458765,0.3566398630562885,0.9921208745614555,-0.29276994502382014,NA,NA,NA,1.0031023519650553,0.9995866318770643,0.999663669967429,1.0017276759889322,1.001410948081814,0.3969863497445877,0.45663986305628845,1.0921208745614555,-0.11436994502382014
Econ+Glob,-0.1,-0.1,-0.1,dinst9,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,4970.355912048835,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.4399150020661091,0.7631364240050291,0.27619377849537624,-2.4404687589855114,-0.30441141081699313,NA,NA,NA,1.0041825975784282,0.9996059354832141,1.0068502714769738,1.0001559829993847,1.0077335325035692,0.8631364240050291,0.3761937784953763,-2.3404687589855113,-0.12601141081699313
Econ+Loc,-0.1,-0.1,-0.1,dinst9,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,4614.616848010337,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.2203535374017112,0.1787796611589469,0.6575367881016086,-0.5159323744974039,-0.31484207953504256,NA,NA,NA,0.999805040578958,1.0000024235387652,0.9997164772546718,0.9997349974258184,1.0001349923599143,0.2787796611589469,0.7575367881016086,-0.41593237449740394,-0.13644207953504256
Glob+Loc,-0.1,-0.1,-0.1,dinst9,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,2615.366935019847,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.0262636457713745,0.24462292724796747,2.1806855879532505,-0.37220568339910576,-0.26331864362646523,NA,NA,NA,1.0022234068768514,1.0031667122073726,1.0002559213243647,1.007903993577814,1.0162580749542673,0.3446229272479675,2.2806855879532506,-0.2722056833991058,-0.08491864362646523
Econ,-0.1,-0.1,-0.1,dinst9,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,5016.043974760454,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.7727553420111875,0.49369785232706925,-0.9650320022482003,-3.517141785189868,-0.3320680329266313,NA,NA,NA,1.0069848693922756,0.9995869855674864,1.0058787250036987,1.001036347014393,1.0105987191438397,0.5936978523270693,-0.8650320022482003,-3.4171417851898678,-0.15366803292663128
Glob,-0.1,-0.1,-0.1,dinst9,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,1667.085971509805,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.388930398500755,0.16709207487877611,-0.15347323340791577,-0.7914069874412019,-0.26957278740514323,NA,NA,NA,0.9994042613909488,0.9994890626607011,0.9993638428079707,0.9991963856661488,1.000153689488248,0.2670920748787761,-0.053473233407915766,-0.6914069874412019,-0.09117278740514323
Loc,-0.1,-0.1,-0.1,dinst9,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,8195.24383041868,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.336241222693093,1.50162629390577,-0.7337953625752437,-1.120367742070125,-0.29758416263361553,NA,NA,NA,1.0046492916501883,1.0000732964467998,1.0011159532573253,1.0007034863384991,1.003374291496941,1.6016262939057702,-0.6337953625752437,-1.020367742070125,-0.11918416263361553
NA,-0.1,-0.1,-0.1,dinst9,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst9/econ_-0.1_loc_-0.1_glob_-0.1.csv,374.9837997399736,-0.04647299797838834,-1.0714259801564632,-1.7299044383629545,-0.3139836401994778,-0.1784,0.05352700202161167,-0.9714259801564632,-1.6299044383629544,-0.13558364019947777,1.7303514070360113,-0.3696310021423257,-1.4287938147381565,-1.6817285448420285,-0.3172262359598578,NA,NA,NA,1.0034459013113095,1.0000121259103825,0.999593152671715,1.0018059028759931,1.0039642458094857,-0.2696310021423257,-1.3287938147381564,-1.5817285448420284,-0.13882623595985782
Econ+Glob+Loc,0,-0.1,-0.1,dinst9,hindi,NA,FALSE,stan_models/master_pos.stan,hindi/dinst9/econ_0_loc_-0.1_glob_-0.1.csv,6418.351067777025,0.31241359256008483,0.5300503443566882,-0.8673087232952852,-0.14174042020586688,-0.1784,0.31241359256008483,0.6300503443566882,-0.7673087232952852,0.03665957979413312,1.0007141694688393,0.3314481374755249,1.0338877720825876,1.0860692669454683,-0.13128912466870768,NA,NA,NA,1.002825154614697,1.0012309089059759,1.0009331156559804,1.0046379284365334,1.0016910222906814,0.3314481374755249,1.1338877720825877,1.1860692669454684,0.04711087533129232
Econ+Glob,0,-0.1,-0.1,dinst9,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst9/econ_0_loc_-0.1_glob_-0.1.csv,4507.81380336755,0.31241359256008483,0.5300503443566882,-0.8673087232952852,-0.14174042020586688,-0.1784,0.31241359256008483,0.6300503443566882,-0.7673087232952852,0.03665957979413312,1.404958269950295,0.7026275766003287,0.7463372526114497,-2.1975215027342254,-0.15161037419088913,NA,NA,NA,1.0015462146909797,0.9999437965920793,1.001515369377116,1.0004820374753645,1.0019713707912867,0.7026275766003287,0.8463372526114497,-2.0975215027342253,0.026789625809110873
